year,type,title,note,journal,doi,author,ENTRYTYPE,ID
2001,Journal,an overview of program slicing,174,Software Focus,10.1002/swf.41,Harman M.,article,RRexportMarkHarman2001
2007,InProceedings,new mutations for evaluation of specification and implementation levels of adequacy in testing of statecharts models,20,Unknown Venue,10.1109/taic.part.2007.23,Trakhtenbrot M.,article,RRexportMarkTrakhtenbrot2007
2006,Book,practical model-based testing: a tools approach,1125,Unknown Venue,None,Utting M.,article,RRexportMarkUtting2006
2001,Book,incremental closure of free variable tableaux,59,LNCS,10.1007/3-540-45744-5_46,Giese M.,article,RRexportMartinGiese2001
2008,Journal,a brief account of runtime verification,750,The Journal of Logic and Algebraic Programming,10.1016/j.jlap.2008.08.004,Leucker M.,article,RRexportMartinLeucker2008
2008,Book,"sensoria patterns: augmenting service engineering with formal analysis, transformation and dynamicity",28,Communications in computer and information science,10.1007/978-3-540-88479-8_13,Wirsing M.,article,RRexportMartinWirsing2008
2001,Journal,a comprehensive 0-1 goal programming model for project selection,200,International Journal of Project Management,10.1016/s0263-7863(99)00078-2,Badri M.A.,article,RRexportMasoodA.Badri2001
2009,InProceedings,"choice, interoperability, and conformance in interaction protocols and service choreographies",50,Adaptive Agents and Multi-Agents Systems,10.1145/1558109.1558129,Baldoni M.,article,RRexportMatteoBaldoni2009
1988,Book,algebraic theory of processes,874,Unknown Venue,None,Hennessy M.,article,RRexportMatthewHennessy1988
2002,Journal,information flow vs resource access in the asynchronous pi-calculus,100,ACM Transactions on Programming Languages and Systems,10.1145/570886.570890,Hennessy M.,article,RRexportMatthewHennessy2002
2007,Book,a distributed pi-calculus,130,Unknown Venue,None,Hennessy M.,article,RRexportMatthewHennessy2007
2007,Book,a distributed pi-calculus,130,Unknown Venue,None,Hennessy M.,article,RRexportMatthewHennessy2007
2005,InProceedings,separation logic and abstraction,312,Unknown Venue,10.1145/1040305.1040326,Parkinson M.,article,RRexportMatthewParkinson2005
2007,Book,distributed embedded systems - validation strategies,5,Unknown Venue,None,Dyer M.,article,RRexportMatthiasDyer2007
2009,Book,normative multi-agent programs and their logics,105,LNCS,10.1007/978-3-642-05301-6_2,Dastani M.,article,RRexportMehdiDastani2009
2007,Journal,formal testing from timed finite state machines,89,Computer Networks,10.1016/j.comnet.2007.10.002,Merayo M.G.,article,RRexportMercedesG.Merayo2007
2007,InProceedings,formal testing of systems presenting soft and hard deadlines,7,Fundamentals of Software Engineering,10.5555/1775223.1775234,Merayo M.G.,article,RRexportMercedesG.Merayo2007
2007,Book,formal testing of systems presenting soft and hard deadlines,6,Springer eBooks,10.1007/978-3-540-75698-9_11,Merayo M.G.,article,RRexportMercedesG.Merayo2007
2008,Journal,extending efsms to specify and test timed systems with action durations and time-outs,45,IEEE Transactions on Computers,10.1109/tc.2008.15,Merayo M.,article,RRexportMercedesMerayo2008
2011,Book,fm 2011: formal methods,98,LNCS,10.1007/978-3-642-21437-0,Butler M.,article,RRexportMichaelButler2011
2010,Book,model checking the flexray physical layer protocol,12,LNCS,10.1007/978-3-642-15898-8_9,Gerke M.,article,RRexportMichaelGerke2010
2009,Journal,satisfiability modulo software,10,Unknown Venue,None,Moskal M.L.J.,article,RRexportMichalJanMoskal2009
2008,Journal,e-matching for fun and profit,30,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2008.04.078,Moskal M.,article,RRexportMichałMoskal2008
2004,Book,towards a tool environment for model-based testing with asml,53,LNCS,10.1007/978-3-540-24617-6_18,Barnett M.,article,RRexportMikeBarnett2004
2004,Journal,verification of object-oriented programs with invariants,330,The Journal of Object Technology,10.5381/jot.2004.3.6.a2,Barnett M.,article,RRexportMikeBarnett2004
2004,Book,towards a tool environment for model-based testing with asml,53,LNCS,10.1007/978-3-540-24617-6_18,Barnett M.,article,RRexportMikeBarnett2004
2005,Book,the spec# programming system: an overview,1010,LNCS,10.1007/978-3-540-30569-9_3,Barnett M.,article,RRexportMikeBarnett2005
2005,Book,the spec# programming system: an overview,1010,LNCS,10.1007/978-3-540-30569-9_3,Barnett M.,article,RRexportMikeBarnett2005
2006,Book,boogie: a modular reusable verifier for object-oriented programs,769,LNCS,10.1007/11804192_17,Barnett M.,article,RRexportMikeBarnett2006
2006,Book,boogie: a modular reusable verifier for object-oriented programs,769,LNCS,10.1007/11804192_17,Barnett M.,article,RRexportMikeBarnett2006
2007,InProceedings,reachability analysis for annotated code,25,Unknown Venue,10.1145/1292316.1292319,Janota M.,article,RRexportMikolášJanota2007
2008,InProceedings,coverage-driven automatic test generation for uml activity diagrams,45,Unknown Venue,10.1145/1366110.1366145,Chen M.,article,RRexportMingsongChen2008
1994,Journal,"integrating qfd, ahp and benchmarking in strategic marketing",169,Journal of Business and Industrial Marketing,10.1108/08858629410053470,Lu M.H.,article,RRexportMinHuaLu1994
2004,Book,black-box conformance testing for real-time systems,191,LNCS,10.1007/978-3-540-24732-6_8,Krichen M.,article,RRexportMoezKrichen2004
2004,Book,real-time testing with timed automata testers and coverage criteria,24,LNCS,10.1007/978-3-540-30206-3_11,Krichen M.,article,RRexportMoezKrichen2004
2005,Book,an expressive and implementable formal framework for testing real-time systems,40,LNCS,10.1007/11430230_15,Krichen M.,article,RRexportMoezKrichen2005
2006,Book,interesting properties of the real-time conformance relation tioco,19,LNCS,10.1007/11921240_22,Krichen M.,article,RRexportMoezKrichen2006
2009,Journal,conformance testing for real-time systems,165,Formal Methods in System Design,10.1007/s10703-009-0065-1,Krichen M.,article,RRexportMoezKrichen2009
1981,Journal,"petri nets, event structures and domains, part i",925,Theoretical Computer Science,10.1016/0304-3975(81)90112-2,Nielsen M.,article,RRexportMogensNielsen1981
2007,Book,acsar: software model checking with transfinite refinement,620,Springer eBooks,10.1007/978-3-540-73370-6_19,Seghir M.N.,article,RRexportMohamedNassimSeghir2007
2011,Book,a lightweight approach for loop summarization,7,LNCS,10.1007/978-3-642-24372-1_25,Seghir M.N.,article,RRexportMohamedNassimSeghir2011
2009,Journal,schedulability of asynchronous real-time concurrent objects☆,39,The Journal of Logic and Algebraic Programming,10.1016/j.jlap.2009.02.009,Jaghoori M.M.,article,RRexportMohammadMahdiJaghoori2009
2010,Book,a multi-criteria decision making framework for real time model-based testing,8,LNCS,10.1007/978-3-642-15585-7_20,Trab M.S.A.,article,RRexportMohammadSaeedAbouTrab2010
2004,Journal,java-mac: a run-time assurance approach for java programs,221,Formal Methods in System Design,10.1023/b:form.0000017719.43755.7c,Kim M.,article,RRexportMoonZooKim2004
2010,InProceedings,analysing unlinkability and anonymity using the applied pi calculus,132,Unknown Venue,10.1109/csf.2010.15,Arapinis M.,article,RRexportMyrtoArapinis2010
2010,InProceedings,"computer security foundations symposium (csf), 2010 23rd ieee",68,Edinburgh Research Explorer (University of Edinburgh),None,Arapinis M.,article,RRexportMyrtoArapinis2010
2006,InProceedings,pixy: a static analysis tool for detecting web application vulnerabilities,714,Unknown Venue,10.1109/sp.2006.29,Jovanovic N.,article,RRexportN.Jovanovic2006
2005,Journal,trends in automotive communication systems,481,Proceedings of the IEEE,10.1109/jproc.2005.849725,Navet N.,article,RRexportN.Navet2005
2002,InProceedings,inheritance: from code reuse to reasoning reuse,33,Unknown Venue,10.1109/icsr.1998.685745,Soundarajan N.,article,RRexportN.Soundarajan2002
2010,Book,modèles de temps et leur intérêt à la vérification formelle des systèmes temps-réel,9,Unknown Venue,None,Belala N.,article,RRexportNabilBelala2010
1992,Journal,using mappings to prove timing properties,51,Distributed Computing,10.1007/bf02252683,Lynch N.A.,article,RRexportNancyA.Lynch1992
2001,Book,a testing theory for generally distributed stochastic processes,28,LNCS,10.1007/3-540-44685-0_22,López N.,article,RRexportNataliaLópez2001
2011,Book,off-line test selection with test purposes for non-deterministic timed automata,22,LNCS,10.1007/978-3-642-19835-9_10,Bertrand N.,article,RRexportNathalieBertrand2011
2012,Journal,off-line test selection with test purposes for non-deterministic timed automata,18,Logical Methods in Computer Science,10.2168/lmcs-8(4:8)2012,Bertrand N.,article,RRexportNathalieBertrand2012
2012,Journal,off-line test selection with test purposes for non-deterministic timed automata,18,Logical Methods in Computer Science,10.2168/lmcs-8(4:8)2012,Bertrand N.,article,RRexportNathalieBertrand2012
2008,InProceedings,aspect-oriented modeling for variability management,46,Unknown Venue,10.1109/splc.2008.44,Noda N.,article,RRexportNatsukoNoda2008
2011,Book,synchronizing asynchronous conformance testing,16,LNCS,10.1007/978-3-642-24690-6_23,Noroozi N.,article,RRexportNedaNoroozi2011
2004,Book,incremental reasoning for object oriented systems,8,LNCS,10.1007/978-3-540-39993-3_15,Soundarajan N.,article,RRexportNeelamSoundarajan2004
2007,InProceedings,multiple ownership,79,Unknown Venue,10.1145/1297027.1297060,Cameron N.R.,article,RRexportNicholasR.Cameron2007
2008,Book,scoot: a tool for the analysis of systemc models,45,Tools and Algorithms for Construction and Analysis of Systems,10.1007/978-3-540-78800-3_36,Blanc N.,article,RRexportNicolasBlanc2008
2007,InProceedings,achieving both model and code coverage with automated gray-box testing,26,Unknown Venue,10.1145/1291535.1291536,Kicillof N.,article,RRexportNicolasKicillof2007
1986,Journal,graph-based algorithms for boolean function manipulation,9020,IEEE Transactions on Computers,10.1109/tc.1986.1676819,Bryant N.,article,RRexportNoneBryant1986
2002,InProceedings,mutation-based inter-class testing,18,Unknown Venue,10.1109/apsec.1998.733717,Yoon N.H.,article,RRexportNoneHoijinYoon2002
2005,InProceedings,specification-based testing with linear temporal logic,89,Unknown Venue,10.1109/iri.2004.1431509,Tan N.L.,article,RRexportNoneLiTan2005
2007,InProceedings,towards rtl test generation from systemc tlm specifications,13,Unknown Venue,10.1109/hldvt.2007.4392793,Chen N.M.,article,RRexportNoneMingsongChen2007
2005,InProceedings,property-oriented testing of real-time systems,5,Unknown Venue,10.1109/apsec.2004.78,Li N.S.,article,RRexportNoneShuhaoLi2005
2003,InProceedings,inter-class mutation operators for java,220,Unknown Venue,10.1109/issre.2002.1173287,Ma N.Y.S.,article,RRexportNoneYu-SeungMa2003
2006,Unknown,verification of sequential imperative programs in isabelle/hol,121,Unknown Venue,None,Schirmer N.,article,RRexportNorbertSchirmer2006
1964,Journal,h = w,176,Proceedings of the National Academy of Sciences,10.1073/pnas.51.6.1055,Meyers N.G.,article,RRexportNormanG.Meyers1964
2012,Book,collecting and interpreting qualitative materials,6061,Unknown Venue,None,Denzin N.K.,article,RRexportNormanK.Denzin2012
2008,InProceedings,test of preemptive real-time systems,1,Unknown Venue,10.1109/aiccsa.2008.4493609,Adjir N.,article,RRexportNoureddineAdjir2008
2009,Book,testing real-time systems using tina,15,LNCS,10.1007/978-3-642-05031-2_1,Adjir N.,article,RRexportNoureddineAdjir2009
2009,InProceedings,time-optimal real-time test case generation using prioritized time petri nets,2,Unknown Venue,10.1109/valid.2009.31,Adjir N.,article,RRexportNoureddineAdjir2009
1997,Book,on test case generation from asynchronously communicating state machines,25,Springer eBooks,10.1007/978-0-387-35198-8_16,Henniger O.,article,RRexportO.Henniger1997
2011,InProceedings,test selection for data-flow reactive systems based on observations,3,Unknown Venue,10.1109/icstw.2011.71,Timo O.N.,article,RRexportOmerNguena-Timo2011
2002,InProceedings,semantic anomaly detection in online data sources,96,Unknown Venue,10.1145/581339.581378,Raz O.,article,RRexportOrnaRaz2002
2002,InProceedings,semantic anomaly detection in online data sources,38,Unknown Venue,10.1145/581376.581378,Raz O.,article,RRexportOrnaRaz2002
2006,InProceedings,extended timed automata and time petri nets,24,Unknown Venue,10.1109/acsd.2006.6,Bouyer P.,article,RRexportP.Bouyer2006
2002,InProceedings,automated generation of statistical test cases from uml state diagrams,64,Unknown Venue,10.1109/cmpsac.2001.960618,Chevalley P.,article,RRexportP.Chevalley2002
2002,InProceedings,using model checking to generate tests from specifications,310,Unknown Venue,10.1109/icfem.1998.730569,Ammann P.,article,RRexportP.E.Ammann2002
2003,InProceedings,"automotive virtual integration platforms: why's, what's, and how's",30,Unknown Venue,10.1109/iccd.2002.1106796,Giusto P.,article,RRexportP.Giusto2003
2002,InProceedings,integration of time in canonical testers for real-time systems,14,Unknown Venue,10.1109/words.1997.609956,Laurencot P.,article,RRexportP.Laurencot2002
1976,Journal,recoverability of communication protocols--implications of a theoretical study,876,IRE Transactions on Communications Systems,10.1109/tcom.1976.1093424,Merlin P.,article,RRexportP.Merlin1976
2006,Book,eager markov chains,7,LNCS,10.1007/11901914_5,Abdulla P.A.,article,RRexportParoshAzizAbdulla2006
2008,Book,stochastic games with lossy channels,568,LNCS,10.1007/978-3-540-78499-9_4,Abdulla P.A.,article,RRexportParoshAzizAbdulla2008
1997,InProceedings,model checking for programming languages using verisoft,838,Unknown Venue,10.1145/263699.263717,Godefroid P.,article,RRexportPatriceGodefroid1997
2005,InProceedings,dart,1454,Proceedings of the ACM SIGPLAN Conference on Programming Language Design and Implementation,10.1145/1065010.1065036,Godefroid P.,article,RRexportPatriceGodefroid2005
2007,Journal,compositional dynamic test generation,415,ACM SIGPLAN Notices,10.1145/1190215.1190226,Godefroid P.,article,RRexportPatriceGodefroid2007
2010,InProceedings,proving memory safety of floating-point computations by combining static and dynamic program analysis,32,Unknown Venue,10.1145/1831708.1831710,Godefroid P.,article,RRexportPatriceGodefroid2010
2007,Journal,optimal infinite scheduling for multi-priced timed automata,66,Formal Methods in System Design,10.1007/s10703-007-0043-4,Bouyer P.,article,RRexportPatriciaBouyer2007
2009,Journal,from qualitative to quantitative analysis of timed systems,32,Unknown Venue,None,Bouyer P.,article,RRexportPatriciaBouyer2009
1996,Journal,abstract interpretation,277,ACM Computing Surveys,10.1145/234528.234740,Cousot P.,article,RRexportPatrickCousot1996
2006,InProceedings,the topcased project : a toolkit in open source for critical aeronautic systems design,84,HAL (Le Centre pour la Communication Scientifique Directe),None,Farail P.,article,RRexportPatrickFarail2006
2009,InProceedings,deontic logics for modeling behavioural variability,20,Variability Modelling of Software-Intensive Systems,None,Asirelli P.,article,RRexportPatriziaAsirelli2009
2008,InProceedings,model checking systemc designs using timed automata,90,Unknown Venue,10.1145/1450135.1450166,Herber P.,article,RRexportPaulaHerber2008
2009,Book,combining model checking and testing in a continuous hw/sw co-verification process,11,LNCS,10.1007/978-3-642-02949-3_10,Herber P.,article,RRexportPaulaHerber2009
2010,InProceedings,automated conformance evaluation of systemc designs using timed automata,18,Unknown Venue,10.1109/etsym.2010.5512761,Herber P.,article,RRexportPaulaHerber2010
2011,InProceedings,transforming systemc transaction level models into uppaal timed automata,24,Unknown Venue,10.1109/memcod.2011.5970523,Herber P.,article,RRexportPaulaHerber2011
2013,Journal,a hw/sw co-verification framework for systemc,31,ACM Transactions on Embedded Computing Systems,10.1145/2435227.2435257,Herber P.,article,RRexportPaulaHerber2013
2008,Book,introduction to software testing,714,Unknown Venue,10.1017/cbo9780511809163,Ammann P.,article,RRexportPaulAmmann2008
2005,Journal,a theory of stochastic systems part ii: process algebra,39,Information and Computation,10.1016/j.ic.2005.07.002,D’Argenio P.R.,article,RRexportPedroR.D’Argenio2005
2014,Book,bidirectionally tolerating inconsistency: partial transformations,258,LNCS,10.1007/978-3-642-54804-8_3,Stevens P.,article,RRexportPerditaStevens2014
2002,Journal,specification of real-time and hybrid systems in rewriting logic,115,Theoretical Computer Science,10.1016/s0304-3975(01)00363-2,Ölveczky P.C.,article,RRexportPeterCsabaÖlveczky2002
2007,Journal,semantics and pragmatics of real-time maude,240,Higher-Order and Symbolic Computation,10.1007/s10990-007-9001-5,Ölveczky P.C.,article,RRexportPeterCsabaÖlveczky2007
2007,Journal,abstraction and completeness for real-time maude,57,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2007.06.005,Ölveczky P.C.,article,RRexportPeterCsabaÖlveczky2007
1994,Journal,"copying, sharing, and aliasing",13,Unknown Venue,None,Grogono P.,article,RRexportPeterGrogono1994
2000,Book,copying and comparing: problems and solutions,32,LNCS,10.1007/3-540-45102-1_11,Grogono P.,article,RRexportPeterGrogono2000
2000,Book,copying and comparing : problems and solutions,32,LNCS,10.1007/3-540-45102-1_11,Grogono P.,article,RRexportPeterGrogono2000
2010,Journal,dynamic frames in java dynamic logic formalisation and proofs,2,Unknown Venue,10.5445/ir/1000018332,Schmitt P.H.,article,RRexportPeterH.Schmitt2010
2010,Book,the isabelle collections framework,47,LNCS,10.1007/978-3-642-14052-5_24,Lammich P.,article,RRexportPeterLammich2010
2006,Journal,modular invariants for layered object structures,131,Science of Computer Programming,10.1016/j.scico.2006.03.001,Müller P.,article,RRexportPeterMüller2006
2001,Book,air and spaceborne radar systems: an introduction,59,Unknown Venue,None,Lacomme P.,article,RRexportPhilippeLacomme2001
2009,Journal,an evaluation of dynamic partial reconfiguration for signal and image processing in professional electronics applications,66,EURASIP Journal on Embedded Systems,10.1155/2008/367860,Manet P.,article,RRexportPhilippeManet2009
2008,Journal,scala actors: unifying thread-based and event-based programming,353,Theoretical Computer Science,10.1016/j.tcs.2008.09.019,Haller P.,article,RRexportPhilippHaller2008
2007,Book,proving programs incorrect using a sequent calculus for java dynamic logic,16,LNCS,10.1007/978-3-540-73770-4_3,Rümmer P.,article,RRexportPhilippRümmer2007
1981,InProceedings,temporal logic can be more expressive,133,Unknown Venue,10.1109/sfcs.1981.44,Wolper P.,article,RRexportPierreWolper1981
2010,InProceedings,switched flexray: increasing the effective bandwidth and safety of flexray networks,21,Unknown Venue,10.1109/etfa.2010.5641268,Milbredt P.,article,RRexportPMilbredt2010
2007,InProceedings,model composition in product lines and feature interaction detection using critical pair analysis,133,Model Driven Engineering Languages and Systems,10.5555/2394101.2394116,Jayaraman P.,article,RRexportPraveenJayaraman2007
2014,InProceedings,compositional specifications for ioco testing,23,Unknown Venue,10.1109/icst.2014.50,Daca P.,article,RRexportPrzemyslawDaca2014
2007,Book,local testing of message sequence charts is difficult,11,LNCS,10.1007/978-3-540-74240-1_8,Bhateja P.,article,RRexportPuneetBhateja2007
2008,InProceedings,tagging make local testing of message-passing systems feasible,2,Unknown Venue,10.1109/sefm.2008.33,Bhateja P.,article,RRexportPuneetBhateja2008
1978,Journal,hints on test data selection: help for the practicing programmer,2045,Computer,10.1109/c-m.1978.218136,DeMillo R.,article,RRexportR.A.DeMillo1978
1985,Journal,testing formal specifications to detect design errors,191,IEEE Transactions on Software Engineering,10.1109/tse.1985.231535,Kemmerer R.,article,RRexportR.A.Kemmerer1985
1984,Journal,testing equivalences for processes,1163,Theoretical Computer Science,10.1016/0304-3975(84)90113-0,Nicola R.D.,article,RRexportR.DeNicola1984
1999,Journal,test development for communication protocols: towards automation,71,Computer Networks,10.1016/s1389-1286(99)00063-8,Dssouli R.,article,RRexportR.Dssouli1999
2003,Journal,prioritising information systems projects in higher education,11,Campus-Wide Information Systems,10.1108/10650740310491324,Dutta R.,article,RRexportR.Dutta2003
2002,InProceedings,passive testing of networks using a cfsm specification,38,Unknown Venue,10.1109/pccc.1998.659924,Miller R.,article,RRexportR.E.Miller2002
2002,InProceedings,fault identification in networks by passive testing,31,Unknown Venue,10.1109/simsym.2001.922142,Miller R.,article,RRexportR.E.Miller2002
2002,InProceedings,on fault location in networks by passive testing,33,Unknown Venue,10.1109/pccc.2000.830329,Miller R.,article,RRexportR.E.Miller2002
1993,Journal,inference of finite automata using homing sequences,404,Information and Computation,10.1006/inco.1993.1021,Rivest R.,article,RRexportR.L.Rivest1993
1997,Journal,testing from a finite state machine: extending invertibility to sequences,31,The Computer Journal,10.1093/comjnl/40.4.220,Hierons R.M.,article,RRexportR.M.Hierons1997
2004,Journal,testing from a nondeterministic finite state machine using adaptive state counting,92,IEEE Transactions on Computers,10.1109/tc.2004.85,Hierons R.,article,RRexportR.M.Hierons2004
2004,Journal,testing conformance of a deterministic implementation against a non-deterministic stream x-machine,38,Theoretical Computer Science,10.1016/j.tcs.2004.04.002,Hierons R.,article,RRexportR.M.Hierons2004
2007,Journal,the effect of the distributed test architecture on the power of testing,41,The Computer Journal,10.1093/comjnl/bxm096,Hierons R.M.,article,RRexportR.M.Hierons2007
1960,Journal,regular expressions and state graphs for automata,533,IEEE Transactions on Electronic Computers,10.1109/tec.1960.5221603,McNaughton R.,article,RRexportR.McNaughton1960
2001,Journal,testing a system specified using statecharts and z,35,Information and Software Technology,10.1016/s0950-5849(00)00145-2,Hierons R.,article,RRexportR.MHierons2001
1995,Journal,using ahp for resource allocation problems,130,European Journal of Operational Research,10.1016/0377-2217(93)e0240-x,Ramanathan R.,article,RRexportR.Ramanathan1995
1994,Journal,estimating the time-zero spectrum in time-resolved emmsion measurements of solvation dynamics,395,Chemical Physics,10.1016/0301-0104(94)00019-0,Fee R.,article,RRexportR.S.Fee1994
1998,Book,a practical and complete algorithm for testing real-time systems,66,LNCS,10.1007/bfb0055352,Oliver R.C.,article,RRexportRachelCardell-Oliver1998
2000,Journal,conformance tests for real-time systems with timed automata specifications,81,Formal Aspects of Computing,10.1007/s001650070009,Oliver R.C.,article,RRexportRachelCardell-Oliver2000
2002,Journal,conformance test experiments for distributed real-time systems,23,ACM SIGSOFT Software Engineering Notes,10.1145/566171.566196,Oliver R.C.,article,RRexportRachelCardell-Oliver2002
1996,Journal,a decision model for interdependent information system project selection,220,European Journal of Operational Research,10.1016/0377-2217(94)00257-6,Santhanam R.,article,RRexportRadhikaSanthanam1996
1994,Journal,a theory of timed automata,6436,Theoretical Computer Science,10.1016/0304-3975(94)90010-8,Alur R.,article,RRexportRajeevAlur1994
1999,Journal,event-clock automata: a determinizable class of timed automata,257,Theoretical Computer Science,10.1016/s0304-3975(97)00173-4,Alur R.,article,RRexportRajeevAlur1999
1999,InProceedings,timed automata,467,Computer Aided Verification,None,Alur R.,article,RRexportRajeevAlur1999
2004,Book,a temporal logic of nested calls and returns,3353,LNCS,10.1007/978-3-540-24730-2_35,Alur R.,article,RRexportRajeevAlur2004
2004,InProceedings,visibly pushdown languages,554,Unknown Venue,10.1145/1007352.1007390,Alur R.,article,RRexportRajeevAlur2004
2008,Journal,first-order and temporal logics for nested words,95,Logical Methods in Computer Science,10.2168/lmcs-4(4:11)2008,Alur R.,article,RRexportRajeevAlur2008
2008,Journal,first-order and temporal logics for nested words,95,Logical Methods in Computer Science,10.2168/lmcs-4(4:11)2008,Alur R.,article,RRexportRajeevAlur2008
2010,Book,temporal reasoning for procedural programs,20,LNCS,10.1007/978-3-642-11319-2_7,Alur R.,article,RRexportRajeevAlur2010
2003,Journal,automatic component protocol adaptation with the coconut /j tool suite,41,Future Generation Computer Systems,10.1016/s0167-739x(02)00173-5,Reussner R.H.,article,RRexportRalfH.Reussner2003
2009,InProceedings,towards an industrial strength process for timed testing,8,"International Conference on Software Testing, Verification and Validation Workshops",10.1109/icstw.2009.42,Mitsching R.,article,RRexportRalfMitsching2009
2007,InProceedings,automatic state-based test generation using genetic algorithms,64,Unknown Venue,10.1109/synasc.2007.47,Lefticaru R.,article,RRexportRalucaLefticaru2007
2008,InProceedings,an effective approach for model checking systemc designs,11,Unknown Venue,10.1109/acsd.2008.4574596,Behjati R.,article,RRexportRaziehBehjati2008
1987,Journal,extensional equivalence for transition systems,257,Acta Informatica,10.1007/bf00264365,Nicola R.D.,article,RRexportRDeNicola1987
2008,Book,tutorial introduction to graph transformation,9,LNCS,10.1007/978-3-540-87405-8_31,Heckel R.,article,RRexportReikoHeckel2008
2000,Journal,on-the-fly conformance testing using spin,94,International Journal on Software Tools for Technology Transfer,10.1007/s100090050044,Vries R.G.D.,article,RRexportRen&#x000E9;G.deVries2000
1979,Journal,social processes and proofs of theorems and programs,519,Communications of the ACM,10.1145/359104.359106,Millo R.A.D.,article,RRexportRichardA.DeMillo1979
1995,Book,irish voters decide: voting behaviour in elections and referendums since 1918,180,Unknown Venue,None,Sinnott R.,article,RRexportRichardSinnott1995
2005,Book,fit for developing software: framework for integrated tests (robert c martin),128,Prentice Hall PTR eBooks,None,Mugridge R.,article,RRexportRickMugridge2005
2012,InProceedings,raef: a power normalized system-level reliability analysis and estimation framework,2,IEEE Computer Society Annual Symposium on VLSI,10.1109/isvlsi.2012.42,Shafik R.A.,article,RRexportRishadA.Shafik2012
1982,Journal,reporting of management forecasts: an eigenvector model for elicitation and review of forecasts,14,Decision Sciences,10.1111/j.1540-5915.1982.tb00127.x,Jensen R.E.,article,RRexportRobertE.Jensen1982
1986,Journal,matrix scaling of subjective probabilities of economic forecasts,11,Economics Letters,10.1016/0165-1765(86)90027-3,Jensen R.E.,article,RRexportRobertE.Jensen1986
2000,Journal,a compiler for the java hotspottm virtual machine,25,Unknown Venue,None,Griesemer R.,article,RRexportRobertGriesemer2000
1984,Book,case study research: design and methods,77650,Unknown Venue,None,Yin R.K.,article,RRexportRobertK.Yin1984
2007,InProceedings,mutation testing from probabilistic finite state machines,31,Unknown Venue,10.1109/taic.part.2007.20,Hierons R.M.,article,RRexportRobertM.Hierons2007
2008,Book,implementation relations for the distributed test architecture,37,LNCS,10.1007/978-3-540-68524-1_15,Hierons R.M.,article,RRexportRobertM.Hierons2008
2008,Journal,testing from a stochastic timed system with a fault model,39,The Journal of Logic and Algebraic Programming,10.1016/j.jlap.2008.06.001,Hierons R.M.,article,RRexportRobertM.Hierons2008
2009,Journal,using formal specifications to support testing,350,ACM Computing Surveys,10.1145/1459352.1459354,Hierons R.M.,article,RRexportRobertM.Hierons2009
2009,Journal,mutation testing from probabilistic and stochastic finite state machines,55,Journal of Systems and Software,10.1016/j.jss.2009.06.030,Hierons R.M.,article,RRexportRobertM.Hierons2009
2011,Journal,implementation relations and test generation for systems with distributed interfaces,31,Distributed Computing,10.1007/s00446-011-0149-1,Hierons R.M.,article,RRexportRobertM.Hierons2011
2012,Book,using time to add order to distributed testing,18,LNCS,10.1007/978-3-642-32759-9_20,Hierons R.M.,article,RRexportRobertM.Hierons2012
2014,Journal,implementation relations for the distributed test architecture,13,Distributed Computing,10.1007/s00446-014-0208-5,Hierons R.M.,article,RRexportRobertM.Hierons2014
2006,Journal,test case generation for mutation-based testing of timeliness,58,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2006.10.010,Nilsson R.,article,RRexportRobertNilsson2006
2001,Book,a standard problem for evaluating product-line methodologies,163,LNCS,10.1007/3-540-44800-4_2,Herrejon R.E.L.,article,RRexportRobertoE.Lopez-Herrejon2001
2005,Book,evaluating support for features in advanced modularization technologies,106,LNCS,10.1007/11531142_8,Herrejon R.E.L.,article,RRexportRobertoE.Lopez-Herrejon2005
1997,Journal,"quiescence, fairness, testing, and the notion of implementation",43,Information and Computation,10.1006/inco.1997.2652,Segala R.,article,RRexportRobertoSegala1997
1977,Journal,a fast string searching algorithm,2306,Communications of the ACM,10.1145/359842.359859,Boyer R.S.,article,RRexportRobertS.Boyer1977
1999,Book,"testing object-oriented systems: models, patterns, and tools",1315,Unknown Venue,None,Binder R.V.,article,RRexportRobertV.Binder1999
1989,Book,communication and concurrency,7120,Unknown Venue,None,Milner R.,article,RRexportRobinMilner1989
1990,Journal,operational and algebraic semantics of concurrent processes,98,Unknown Venue,None,Milner R.,article,RRexportRobinMilner1990
1999,Book,communicating and mobile systems: the pi-calculus,2337,Unknown Venue,None,Milner R.,article,RRexportRobinMilner1999
1989,InProceedings,equivalence notions for concurrent systems and refinement of actions (extended abstract),61,Mathematical Foundations of Computer Science,None,Glabbeek R.J.V.,article,RRexportRobJ.vanGlabbeek1989
2012,Book,on distributability of petri nets,25,LNCS,10.1007/978-3-642-28729-9_22,Glabbeek R.V.,article,RRexportRobvanGlabbeek2012
1983,InProceedings,testing equivalence for processes,208,"International Colloquium on Automata, Languages and Programming",None,Nicola R.D.,article,RRexportRoccoDeNicola1983
1978,Journal,using encryption for authentication in large networks of computers,2377,Communications of the ACM,10.1145/359657.359659,Needham R.M.,article,RRexportRogerM.Needham1978
